"Data generated on Tuesday, February 07, 2017 at 7:06:18 PM EST"
Area/Partners of Destination,,,,,January 2011 - December 2016
And Commodities Exported,,,,,Values in Thousands of dollars
,,,,Q1(Jan-Mar),Q2(Apr-Jun),Q3(Jul-Sep),Q4(Oct-Dec),Total,
Partner,HS Code,Product,Year,Value,Value,Value,Value,Value,Reporter Code,Partner Code,Product Code,
"Taiwan","0705190020","ORG LETTUCE <1KG","2016-2016","0","25","0","0","25","US","TW","0705190020",
"Taiwan","0705190030","ORG LETTUCE >1KG","2015-2015","0","0","4","0","4","US","TW","0705190030",
"Taiwan","0705190030","ORG LETTUCE >1KG","2016-2016","3","0","0","0","3","US","TW","0705190030",
"Taiwan","0705190040","ORG LETTUCE X HD","2015-2015","0","0","237","0","237","US","TW","0705190040",
"Taiwan","0705190040","ORG LETTUCE X HD","2016-2016","3","0","0","56","59","US","TW","0705190040",
"Taiwan","0705190050","LETTUCE X HD FR","2011-2011","421","1,452","412","376","2,662","US","TW","0705190050",
"Taiwan","0705190050","LETTUCE X HD FR","2012-2012","7","400","2,724","274","3,405","US","TW","0705190050",
"Taiwan","0705190050","LETTUCE X HD FR","2013-2013","0","1,359","2,327","1,148","4,833","US","TW","0705190050",
"Taiwan","0705190050","LETTUCE X HD FR","2014-2014","770","3,040","6,039","1,502","11,351","US","TW","0705190050",
"Taiwan","0705190050","LETTUCE X HD FR","2015-2015","705","1,810","3,370","1,790","7,676","US","TW","0705190050",
"Taiwan","0705190050","LETTUCE X HD FR","2016-2016","548","2,113","3,110","848","6,618","US","TW","0705190050",
"Taiwan","0706103010","ORG CARROTS FR/C","2011-2011","3","3","9","0","15","US","TW","0706103010",
"Taiwan","0706103010","ORG CARROTS FR/C","2012-2012","5","0","22","9","36","US","TW","0706103010",
"Taiwan","0706103010","ORG CARROTS FR/C","2013-2013","0","9","8","44","61","US","TW","0706103010",
"Taiwan","0706103010","ORG CARROTS FR/C","2014-2014","23","0","0","4","27","US","TW","0706103010",
"Taiwan","0706103030","ORG CARROT NESOI","2015-2015","6","5","0","30","41","US","TW","0706103030",
"Taiwan","0706103030","ORG CARROT NESOI","2016-2016","7","15","18","43","84","US","TW","0706103030",
"Taiwan","0706103050","CARROTS FR/CH","2011-2011","0","4","0","21","24","US","TW","0706103050",
"Taiwan","0706103050","CARROTS FR/CH","2012-2012","10","0","154","54","218","US","TW","0706103050",
"Taiwan","0706103050","CARROTS FR/CH","2013-2013","9","10","16","46","82","US","TW","0706103050",
"Taiwan","0706103050","CARROTS FR/CH","2014-2014","0","13","13","8","34","US","TW","0706103050",
"Taiwan","0706103050","CARROTS FR/CH","2015-2015","0","9","8","5","23","US","TW","0706103050",
"Taiwan","0706103050","CARROTS FR/CH","2016-2016","0","0","0","226","226","US","TW","0706103050",
"Taiwan","0708101000","ORG PEAS FC","2015-2015","0","0","64","0","64","US","TW","0708101000",
"Taiwan","0709202000","ORG ASPARAGUS FC","2016-2016","0","6","0","0","6","US","TW","0709202000",
"Taiwan","0709400010","ORG CELERY FR/CH","2011-2011","29","503","834","736","2,102","US","TW","0709400010",
"Taiwan","0709400010","ORG CELERY FR/CH","2012-2012","0","220","371","214","805","US","TW","0709400010",
"Taiwan","0709400010","ORG CELERY FR/CH","2013-2013","12","66","433","165","676","US","TW","0709400010",
"Taiwan","0709400010","ORG CELERY FR/CH","2014-2014","83","624","988","98","1,793","US","TW","0709400010",
"Taiwan","0709400010","ORG CELERY FR/CH","2015-2015","36","693","963","396","2,088","US","TW","0709400010",
"Taiwan","0709400010","ORG CELERY FR/CH","2016-2016","287","972","1,346","1,057","3,662","US","TW","0709400010",
"Taiwan","0709400050","CELERY FR/CH","2011-2011","12","691","544","348","1,595","US","TW","0709400050",
"Taiwan","0709400050","CELERY FR/CH","2012-2012","113","1,419","2,094","518","4,143","US","TW","0709400050",
"Taiwan","0709400050","CELERY FR/CH","2013-2013","48","1,885","2,158","599","4,690","US","TW","0709400050",
"Taiwan","0709400050","CELERY FR/CH","2014-2014","52","964","1,249","734","2,998","US","TW","0709400050",
"Taiwan","0709400050","CELERY FR/CH","2015-2015","86","855","853","464","2,258","US","TW","0709400050",
"Taiwan","0709400050","CELERY FR/CH","2016-2016","77","924","658","531","2,190","US","TW","0709400050",
"Taiwan","0709600050","PEPPERS FR/CH","2011-2011","0","0","0","7","7","US","TW","0709600050",
"Taiwan","0709600050","PEPPERS FR/CH","2012-2012","0","0","7","11","18","US","TW","0709600050",
"Taiwan","0709600050","PEPPERS FR/CH","2013-2013","0","5","3","8","15","US","TW","0709600050",
"Taiwan","0709600050","PEPPERS FR/CH","2014-2014","10","0","9","0","19","US","TW","0709600050",
"Taiwan","0709600050","PEPPERS FR/CH","2015-2015","0","5","19","0","24","US","TW","0709600050",
"Taiwan","0709600050","PEPPERS FR/CH","2016-2016","13","0","5","0","18","US","TW","0709600050",
"Taiwan","0709700050","SPINACH FR/CH","2016-2016","0","3","0","0","3","US","TW","0709700050",
"Taiwan","0805100045","ORG ORANGES FR/D","2011-2011","0","135","45","0","180","US","TW","0805100045",
"Taiwan","0805100045","ORG ORANGES FR/D","2012-2012","0","401","0","0","401","US","TW","0805100045",
"Taiwan","0805100045","ORG ORANGES FR/D","2013-2013","92","242","39","0","373","US","TW","0805100045",
"Taiwan","0805100045","ORG ORANGES FR/D","2014-2014","156","107","0","0","263","US","TW","0805100045",
"Taiwan","0805100045","ORG ORANGES FR/D","2015-2015","34","331","62","0","427","US","TW","0805100045",
"Taiwan","0805100045","ORG ORANGES FR/D","2016-2016","279","869","0","0","1,147","US","TW","0805100045",
"Taiwan","0805100065","ORANGES NES FR/D","2011-2011","973","3,351","1,468","360","6,152","US","TW","0805100065",
"Taiwan","0805100065","ORANGES NES FR/D","2012-2012","651","4,359","657","214","5,881","US","TW","0805100065",
"Taiwan","0805100065","ORANGES NES FR/D","2013-2013","2,619","4,804","268","484","8,174","US","TW","0805100065",
"Taiwan","0805100065","ORANGES NES FR/D","2014-2014","2,060","4,436","266","346","7,108","US","TW","0805100065",
"Taiwan","0805100065","ORANGES NES FR/D","2015-2015","1,791","4,748","413","654","7,606","US","TW","0805100065",
"Taiwan","0805100065","ORANGES NES FR/D","2016-2016","3,226","9,606","1,552","951","15,335","US","TW","0805100065",
"Taiwan","0805400010","ORG GRAPEFRUIT","2014-2014","0","0","0","41","41","US","TW","0805400010",
"Taiwan","0805400050","GRAPEFRUIT,FRESH","2012-2012","299","150","0","267","716","US","TW","0805400050",
"Taiwan","0805400050","GRAPEFRUIT,FRESH","2013-2013","382","48","0","0","429","US","TW","0805400050",
"Taiwan","0805400050","GRAPEFRUIT,FRESH","2014-2014","912","71","0","0","983","US","TW","0805400050",
"Taiwan","0805400050","GRAPEFRUIT,FRESH","2015-2015","505","71","0","0","577","US","TW","0805400050",
"Taiwan","0805400050","GRAPEFRUIT,FRESH","2016-2016","769","32","0","25","826","US","TW","0805400050",
"Taiwan","0805502010","ORG LEMONS FR/D","2014-2014","0","0","3","29","32","US","TW","0805502010",
"Taiwan","0805502010","ORG LEMONS FR/D","2015-2015","6","0","0","0","6","US","TW","0805502010",
"Taiwan","0805502050","LEMONS FR/D","2011-2011","299","63","34","84","480","US","TW","0805502050",
"Taiwan","0805502050","LEMONS FR/D","2012-2012","54","198","17","201","470","US","TW","0805502050",
"Taiwan","0805502050","LEMONS FR/D","2013-2013","128","96","8","402","632","US","TW","0805502050",
"Taiwan","0805502050","LEMONS FR/D","2014-2014","132","62","0","387","581","US","TW","0805502050",
"Taiwan","0805502050","LEMONS FR/D","2015-2015","211","535","239","574","1,560","US","TW","0805502050",
"Taiwan","0805502050","LEMONS FR/D","2016-2016","344","496","411","262","1,513","US","TW","0805502050",
"Taiwan","0806100010","ORG GRAPES FRESH","2011-2011","0","0","49","32","81","US","TW","0806100010",
"Taiwan","0806100010","ORG GRAPES FRESH","2012-2012","0","5","49","7","62","US","TW","0806100010",
"Taiwan","0806100010","ORG GRAPES FRESH","2013-2013","0","4","319","0","323","US","TW","0806100010",
"Taiwan","0806100010","ORG GRAPES FRESH","2014-2014","0","0","61","89","150","US","TW","0806100010",
"Taiwan","0806100010","ORG GRAPES FRESH","2015-2015","0","0","276","569","845","US","TW","0806100010",
"Taiwan","0806100010","ORG GRAPES FRESH","2016-2016","0","0","1,258","756","2,014","US","TW","0806100010",
"Taiwan","0806100050","GRAPES FRESH","2011-2011","108","345","8,826","7,461","16,740","US","TW","0806100050",
"Taiwan","0806100050","GRAPES FRESH","2012-2012","0","876","12,660","7,761","21,296","US","TW","0806100050",
"Taiwan","0806100050","GRAPES FRESH","2013-2013","0","637","16,385","13,165","30,186","US","TW","0806100050",
"Taiwan","0806100050","GRAPES FRESH","2014-2014","0","762","16,216","11,469","28,447","US","TW","0806100050",
"Taiwan","0806100050","GRAPES FRESH","2015-2015","0","743","19,289","13,749","33,782","US","TW","0806100050",
"Taiwan","0806100050","GRAPES FRESH","2016-2016","0","1,015","25,661","14,738","41,414","US","TW","0806100050",
"Taiwan","0808100010","ORG APPLES FRESH","2011-2011","0","32","0","96","127","US","TW","0808100010",
"Taiwan","0808100010","ORG APPLES FRESH","2012-2012","0","0","0","670","670","US","TW","0808100010",
"Taiwan","0808100010","ORG APPLES FRESH","2013-2013","312","0","0","140","452","US","TW","0808100010",
"Taiwan","0808100010","ORG APPLES FRESH","2014-2014","113","0","123","1,711","1,948","US","TW","0808100010",
"Taiwan","0808100010","ORG APPLES FRESH","2015-2015","925","0","74","1,716","2,716","US","TW","0808100010",
"Taiwan","0808100010","ORG APPLES FRESH","2016-2016","186","14","207","3,278","3,685","US","TW","0808100010",
"Taiwan","0808100050","APPLES FRESH","2011-2011","20,351","6,532","1,417","48,106","76,407","US","TW","0808100050",
"Taiwan","0808100050","APPLES FRESH","2012-2012","16,273","1,702","5,779","60,593","84,347","US","TW","0808100050",
"Taiwan","0808100050","APPLES FRESH","2013-2013","26,319","1,802","3,992","50,026","82,139","US","TW","0808100050",
"Taiwan","0808100050","APPLES FRESH","2014-2014","21,965","1,878","6,971","57,940","88,754","US","TW","0808100050",
"Taiwan","0808100050","APPLES FRESH","2015-2015","18,872","3,252","7,288","45,965","75,377","US","TW","0808100050",
"Taiwan","0808100050","APPLES FRESH","2016-2016","17,971","2,818","3,266","46,581","70,635","US","TW","0808100050",
"Taiwan","0808200010","ORG PEARS/QUINCE","2011-2011","0","0","25","25","50","US","TW","0808200010",
"Taiwan","0808200050","PEARS/QUINCE FR","2011-2011","590","349","376","998","2,313","US","TW","0808200050",
"Taiwan","0808300010","ORG PEARS","2012-2012","24","0","30","0","54","US","TW","0808300010",
"Taiwan","0808300010","ORG PEARS","2014-2014","0","0","60","0","60","US","TW","0808300010",
"Taiwan","0808300010","ORG PEARS","2015-2015","0","0","18","0","18","US","TW","0808300010",
"Taiwan","0808300050","PEARS, FRESH","2012-2012","386","199","618","558","1,761","US","TW","0808300050",
"Taiwan","0808300050","PEARS, FRESH","2013-2013","616","67","248","2,243","3,175","US","TW","0808300050",
"Taiwan","0808300050","PEARS, FRESH","2014-2014","1,004","196","413","930","2,545","US","TW","0808300050",
"Taiwan","0808300050","PEARS, FRESH","2015-2015","260","0","604","1,141","2,005","US","TW","0808300050",
"Taiwan","0808300050","PEARS, FRESH","2016-2016","308","0","662","1,109","2,079","US","TW","0808300050",
"Taiwan","0809200010","ORG CHERRIES FR","2011-2011","0","1,023","2,742","0","3,765","US","TW","0809200010",
"Taiwan","0809200050","CHERRIES FR","2011-2011","0","8,037","21,205","36","29,278","US","TW","0809200050",
"Taiwan","0809290010","ORG CHER N/SR FR","2012-2012","0","1,096","801","49","1,946","US","TW","0809290010",
"Taiwan","0809290010","ORG CHER N/SR FR","2013-2013","254","969","0","48","1,270","US","TW","0809290010",
"Taiwan","0809290010","ORG CHER N/SR FR","2014-2014","26","380","353","0","758","US","TW","0809290010",
"Taiwan","0809290010","ORG CHER N/SR FR","2015-2015","80","197","6","0","284","US","TW","0809290010",
"Taiwan","0809290010","ORG CHER N/SR FR","2016-2016","0","111","44","0","154","US","TW","0809290010",
"Taiwan","0809290050","CHER N/SR FR","2012-2012","14","12,663","33,303","0","45,980","US","TW","0809290050",
"Taiwan","0809290050","CHER N/SR FR","2013-2013","0","10,932","14,885","0","25,816","US","TW","0809290050",
"Taiwan","0809290050","CHER N/SR FR","2014-2014","0","15,990","19,109","0","35,099","US","TW","0809290050",
"Taiwan","0809290050","CHER N/SR FR","2015-2015","0","19,605","10,837","0","30,442","US","TW","0809290050",
"Taiwan","0809290050","CHER N/SR FR","2016-2016","0","25,962","13,778","51","39,791","US","TW","0809290050",
"Taiwan","0809301000","ORG PEACH,NCTR","2015-2015","0","892","200","0","1,092","US","TW","0809301000",
"Taiwan","0809301000","ORG PEACH,NCTR","2016-2016","0","453","978","0","1,431","US","TW","0809301000",
"Taiwan","0810100010","ORG STRAWBERS FR","2012-2012","0","0","13","0","13","US","TW","0810100010",
"Taiwan","0810100010","ORG STRAWBERS FR","2013-2013","0","52","4","0","56","US","TW","0810100010",
"Taiwan","0810100010","ORG STRAWBERS FR","2016-2016","0","11","0","0","11","US","TW","0810100010",
"Taiwan","0810100050","STRAWBERRIES FR","2011-2011","0","137","21","33","192","US","TW","0810100050",
"Taiwan","0810100050","STRAWBERRIES FR","2012-2012","0","238","254","128","620","US","TW","0810100050",
"Taiwan","0810100050","STRAWBERRIES FR","2013-2013","3","254","402","209","868","US","TW","0810100050",
"Taiwan","0810100050","STRAWBERRIES FR","2014-2014","11","613","520","128","1,272","US","TW","0810100050",
"Taiwan","0810100050","STRAWBERRIES FR","2015-2015","5","212","571","75","864","US","TW","0810100050",
"Taiwan","0810100050","STRAWBERRIES FR","2016-2016","29","312","311","97","750","US","TW","0810100050",
"Taiwan","0810400026","ORG CULT BLUEBER","2012-2012","0","4","0","0","4","US","TW","0810400026",
"Taiwan","0810400026","ORG CULT BLUEBER","2013-2013","0","8","0","0","8","US","TW","0810400026",
"Taiwan","0810400026","ORG CULT BLUEBER","2014-2014","32","11","0","0","43","US","TW","0810400026",
"Taiwan","0810400026","ORG CULT BLUEBER","2015-2015","0","92","58","0","150","US","TW","0810400026",
"Taiwan","0810400026","ORG CULT BLUEBER","2016-2016","0","22","0","0","22","US","TW","0810400026",
"Taiwan","0810400029","CULT BLUEBERS FR","2011-2011","0","33","194","0","227","US","TW","0810400029",
"Taiwan","0810400029","CULT BLUEBERS FR","2012-2012","0","127","1,286","107","1,520","US","TW","0810400029",
"Taiwan","0810400029","CULT BLUEBERS FR","2013-2013","0","286","870","0","1,156","US","TW","0810400029",
"Taiwan","0810400029","CULT BLUEBERS FR","2014-2014","6","649","1,609","48","2,311","US","TW","0810400029",
"Taiwan","0810400029","CULT BLUEBERS FR","2015-2015","0","764","1,192","0","1,956","US","TW","0810400029",
"Taiwan","0810400029","CULT BLUEBERS FR","2016-2016","34","290","466","0","790","US","TW","0810400029",
"Taiwan","0901210010","ORG COFFE RST ND","2011-2011","62","245","37","69","414","US","TW","0901210010",
"Taiwan","0901210010","ORG COFFE RST ND","2012-2012","13","15","0","7","36","US","TW","0901210010",
"Taiwan","0901210010","ORG COFFE RST ND","2013-2013","9","25","85","17","137","US","TW","0901210010",
"Taiwan","0901210010","ORG COFFE RST ND","2014-2014","10","89","66","822","987","US","TW","0901210010",
"Taiwan","0901210010","ORG COFFE RST ND","2015-2015","91","433","173","0","698","US","TW","0901210010",
"Taiwan","0901210010","ORG COFFE RST ND","2016-2016","4","0","35","29","68","US","TW","0901210010",
"Taiwan","0901210050","COFFEE RST ND","2011-2011","807","1,492","1,575","3,332","7,205","US","TW","0901210050",
"Taiwan","0901210050","COFFEE RST ND","2012-2012","1,834","1,880","1,721","4,556","9,992","US","TW","0901210050",
"Taiwan","0901210050","COFFEE RST ND","2013-2013","1,285","1,859","2,998","2,901","9,042","US","TW","0901210050",
"Taiwan","0901210050","COFFEE RST ND","2014-2014","1,847","4,335","1,901","3,157","11,239","US","TW","0901210050",
"Taiwan","0901210050","COFFEE RST ND","2015-2015","2,796","3,004","4,394","7,965","18,159","US","TW","0901210050",
"Taiwan","0901210050","COFFEE RST ND","2016-2016","1,708","2,474","4,481","6,578","15,240","US","TW","0901210050",
"Taiwan","2103204010","ORG TMTO SAUC NE","2011-2011","19","14","49","12","94","US","TW","2103204010",
"Taiwan","2103204010","ORG TMTO SAUC NE","2012-2012","56","38","14","66","173","US","TW","2103204010",
"Taiwan","2103204010","ORG TMTO SAUC NE","2013-2013","12","48","0","36","96","US","TW","2103204010",
"Taiwan","2103204010","ORG TMTO SAUC NE","2014-2014","38","53","42","44","177","US","TW","2103204010",
"Taiwan","2103204010","ORG TMTO SAUC NE","2015-2015","26","31","89","17","162","US","TW","2103204010",
"Taiwan","2103204010","ORG TMTO SAUC NE","2016-2016","0","32","16","16","64","US","TW","2103204010",
"Taiwan","2103204050","TMTO SAUCES NES","2011-2011","192","258","262","305","1,017","US","TW","2103204050",
"Taiwan","2103204050","TMTO SAUCES NES","2012-2012","250","261","302","368","1,181","US","TW","2103204050",
"Taiwan","2103204050","TMTO SAUCES NES","2013-2013","302","266","347","248","1,163","US","TW","2103204050",
"Taiwan","2103204050","TMTO SAUCES NES","2014-2014","316","271","322","197","1,106","US","TW","2103204050",
"Taiwan","2103204050","TMTO SAUCES NES","2015-2015","331","298","193","414","1,236","US","TW","2103204050",
"Taiwan","2103204050","TMTO SAUCES NES","2016-2016","296","386","405","361","1,448","US","TW","2103204050",
"Notes:"
"1. Data Source: U.S. Census Bureau Trade Data"
"2. (!) denotes a country which is summarized into its obsolete country."
"3. Product Group : FAS &#40;Agricultural&#41;"
